F20_1,F20_2,F20_3,F8_1,F8_2,F8_3,CM_1,CM_2,CM_3,Gene names,Localisation
0,0,0,25.41976166,25.80732346,26.2677803,0,0,0,EVA1A,IC
0,0,0,31.399786,31.32189941,32.34593582,0,0,0,EVA1B,IC
0,0,0,26.78680992,26.408144,26.49177933,0,0,0,EXOC4,IC
0,0,0,26.08790398,25.153368,25.97821236,0,0,0,EXOC5,IC
0,0,0,26.00004578,25.91241646,26.39716721,0,0,0,EXOC7,IC
0,0,0,27.75174713,27.40283775,27.25700951,0,0,0,EXOC8,IC
27.01945496,29.89671707,27.6486969,0,0,0,26.65662766,27.15634155,27.3698616,F10,S
29.12790108,0,28.30756378,0,0,0,0,0,0,F11,IC/S
0,0,0,28.2419548,27.07326698,27.90483475,0,0,0,F2R,M/S
0,0,0,26.51080894,24.6925869,25.14129448,0,0,0,F2RL1,M
28.67657089,0,29.4302578,32.04387665,30.49552727,32.15864182,0,0,0,F3,IC/M
28.64674187,28.1502533,28.42033195,0,0,0,27.22066498,27.64395714,0,FABP1,IC
0,26.05581474,26.10583496,29.98535919,30.02009201,30.38401604,0,0,0,FABP5,IC
0,0,0,0,0,0,25.53735924,25.5280571,25.45252419,FAH,IC
0,0,0,28.27399826,27.3902626,27.62156677,0,0,0,FAM114A1,IC
0,0,0,25.86083794,25.96433067,26.26811981,0,0,0,FAM126A,IC
0,0,0,33.20429993,29.10709381,29.47506523,26.54070282,25.86935997,25.56284714,FAM129B,IC
0,0,0,27.31941414,26.69498062,27.72487831,0,0,0,FAM171A1,MS/S
0,0,0,25.7857132,25.80513573,26.68324661,0,0,0,FAM171A2,M
0,0,0,28.18437576,28.10044098,29.31689262,0,0,0,FAM171B,M/S
0,0,0,30.24886894,29.24977303,29.85241318,0,0,0,FAM49B,IC
0,0,0,26.61666679,26.19277954,26.74188232,0,0,0,FAM65A,IC
0,0,0,30.68520355,30.14758682,30.07354736,0,0,0,FAP,IC/S
0,0,0,31.42262077,30.83213425,31.32071495,0,0,0,FAS,M/S
27.36728096,0,25.37075996,34.3796196,32.4565506,33.40248108,0,0,0,FAT1,IC/M/S
0,0,0,28.49986649,28.30812836,28.6160717,0,0,0,FAT4,M
0,0,0,0,0,0,28.3761692,27.98038292,28.7183609,FBN1,S
0,0,0,29.99860001,28.97735596,29.15973854,0,0,0,FERMT2,IC
0,0,0,25.1348877,23.89476585,23.99894905,0,0,0,FGFR1,IC/M/S
0,0,0,25.86790085,25.27565193,25.71751213,0,0,0,FGG,IC/S
26.87572479,25.85671425,0,0,0,0,0,0,0,FGL2,S
0,0,0,24.94395828,25.60904884,25.41315842,0,0,0,FH,IC
0,0,0,30.45806694,30.10836601,30.46421623,28.94075394,28.57574844,28.43678474,FHL2,IC
0,0,0,25.6673069,27.57859612,26.45049667,0,0,0,FKBP10,IC/S
0,0,0,29.89389992,28.97615433,29.92775917,0,0,0,FLRT3,M
0,0,0,29.67096138,29.23153114,29.74318314,0,0,0,FMNL3,IC
0,0,0,0,0,0,28.06542969,28.31825066,28.13001442,FMOD,S
37.1910553,35.95819855,36.62744904,34.09270096,34.98345566,33.79478836,36.36359024,35.34876251,35.58838272,FN1,IC/S
0,0,0,26.04784966,25.42767906,25.09992981,0,0,0,FN3KRP,IC
0,0,0,27.69922256,25.946661,26.47303772,0,0,0,FRMD6,IC
27.68204117,27.10529518,0,0,0,0,0,0,0,FST,IC/S
31.89070129,29.52419281,31.53450012,0,29.07106972,27.25646973,31.2155838,29.8381443,31.01750565,FSTL1,IC/S
27.22352219,27.96548653,28.00195885,28.02284431,29.42988014,29.17080879,0,0,0,FTH1,IC
0,0,0,26.76433182,28.14850807,27.48531342,0,0,0,FTL,IC
0,0,0,27.37823868,26.5391655,26.91866112,0,0,0,FZD6,M
25.68618965,25.94304276,26.28698921,31.92255974,31.42747307,31.59730339,27.77900124,27.30277824,27.02886391,G6PD,IC
0,0,0,26.09335518,25.46201324,25.84282875,0,0,0,GABARAP,IC
0,0,0,28.1349659,28.40952873,27.49609947,0,0,0,GALK1,IC
0,0,0,23.55847549,26.27396393,23.61065483,0,0,0,GALNT2,S
0,0,0,25.40658951,24.02089691,23.99722672,0,0,0,GAP43,IC
0,0,0,28.83379364,27.85881233,28.00415611,27.77448463,27.49655724,27.4543457,GBE1,IC
0,0,0,26.63270187,26.16928482,26.39008141,0,0,0,GCLC,IC/M
29.4525013,30.37451172,30.75628853,30.8458786,32.21233749,31.17295647,31.73048592,32.0175705,31.31963921,GDF15,IC/M
0,0,0,28.61136436,28.71056557,28.284935,0,0,0,GFPT1,IC/M
0,0,0,26.93708038,25.54924965,25.27095604,0,0,0,GFPT2,IC/M/S
0,0,0,28.73724747,28.60837173,28.88611412,0,0,0,GGT1;GGT3P;GGT2,IC/M/S
0,0,0,26.28087997,26.08675194,26.60625458,0,0,0,GIT2,IC
0,0,0,31.86956787,28.28016472,31.8515873,0,0,0,GJA1,M
0,0,0,27.25592995,28.26463509,26.6502037,0,0,0,GLG1,IC/M/S
0,0,0,27.75525475,27.63270187,27.58319473,0,0,0,GLIPR1,IC/M/S
0,0,0,30.48912811,29.80807114,30.03996277,0,0,0,GLIPR2,IC
0,0,0,28.07913017,27.80839157,28.26838684,0,0,0,GLOD4,IC
0,0,0,29.0487175,28.66349792,29.05584526,0,0,0,GLRX,IC
0,0,0,28.64402771,27.99199486,28.73366547,0,0,0,GLRX3,IC
0,0,0,27.53489876,26.64209938,27.42141724,0,0,0,GMFB,IC
0,0,0,26.53310204,26.13592529,25.94398117,0,0,0,GMPPA,IC
0,0,0,26.24074554,25.26624489,25.63014793,0,0,0,GMPR2,IC
0,0,0,25.75223351,26.2237606,26.25416374,0,0,0,GNA12,IC
0,0,0,30.93438339,30.11048317,30.4144783,0,0,0,GNA13,IC
0,0,0,28.34180832,27.32113457,27.91033554,0,0,0,GNG10,IC
0,0,0,27.37732887,27.16067505,27.93427086,0,0,0,GNG11,IC
0,0,0,31.27436638,29.52043343,30.38319206,0,0,0,GNG2,IC
0,0,0,24.20866013,24.11703873,24.82221031,0,0,0,GNL1,IC
0,0,0,27.63934135,27.28356743,27.29701614,0,0,0,GOLGA7,IC
0,0,0,26.82420158,27.54111671,26.14701462,0,0,0,GOLIM4,M
0,0,0,28.02812576,27.81164169,27.73827934,0,0,0,GOT1,IC
27.42894173,27.79302788,27.92575264,28.07285881,27.76103783,27.40226746,26.96466064,0,26.88983154,GPC1,IC/M/S
0,0,0,25.90044212,25.60246468,25.44436455,0,0,0,GPR68,M
0,0,0,29.35623932,29.50138664,29.93494606,0,0,0,GPRIN1,IC
0,0,0,25.81379509,25.49902344,25.18063545,0,0,0,GPS1,IC
0,0,0,26.72754288,26.05444908,25.85088539,0,0,0,GPSM1,IC
0,0,0,27.70516968,26.79773521,25.66587257,0,0,0,GPX1,IC
0,0,0,25.54241562,25.92424583,26.63809967,28.03548622,28.56099892,27.97771072,GPX3;GPX6;GPX5,IC/S
0,0,0,27.0674324,26.53749275,27.3639431,0,0,0,GRB2,IC
28.3810482,29.21604538,28.92059326,30.85489655,31.70726204,31.2091465,0,0,0,GREM1,S
0,0,0,27.47714996,26.79785919,27.3694458,0,0,0,GRHPR,IC
0,0,0,28.58631134,27.76787186,28.69401741,0,0,0,GRK5,IC
26.57395172,26.26020813,26.5632267,25.74524689,26.75085449,26.03791618,0,0,0,GRN,IC/S
0,0,0,25.92614746,25.06837463,25.36616325,0,0,0,GSK3A,IC
0,0,0,26.77001572,26.2709198,26.46510124,0,0,0,GSK3B,IC
0,0,0,26.62617111,26.90081024,26.56906319,0,0,0,GSR,IC
0,0,0,26.90426064,26.25760269,26.57643509,0,0,0,GSS,IC
0,0,0,0,0,0,26.03950691,25.9901886,25.45619583,GSTA3,IC
25.8018837,25.74624634,27.02464294,0,0,0,0,0,0,HABP2,IC/S
27.07357407,27.1213932,27.39933777,28.57938766,27.80784035,28.31850815,27.89538956,28.32641792,27.74066162,HAGH,IC
0,0,0,28.20027351,27.75206757,28.27244186,0,0,0,hCG_2004507;CSNK1G1,IC/M
0,0,0,27.07958794,26.02282333,27.21539688,0,0,0,HEBP1,IC
0,0,0,27.66193771,27.78556442,28.43551445,28.03107452,0,0,HEBP2,IC
0,0,0,26.32292366,25.0315361,25.45547485,0,0,0,HERC4,IC/M
0,0,0,0,0,0,25.74975395,25.31830978,25.92474556,HEXA,S
0,0,0,0,0,0,27.0589962,27.14996147,27.17816734,HEXB,IC/S
0,0,0,0,0,0,29.31732368,27.61182213,28.62944031,HGF,IC/S
27.871912,28.81756973,28.45877266,0,0,0,29.66402435,29.12368965,29.6107502,HGFAC,S
0,0,0,27.87214661,27.33611488,27.82868767,27.43872833,0,26.96124268,HGS,IC
26.54490852,0,27.75493622,30.72776985,30.43519592,30.86119652,29.29644775,29.27949905,29.24900436,HINT1,IC
0,0,0,28.61428261,25.88248062,26.88203621,0,0,0,HINT3,IC
0,0,0,30.06996918,28.10893822,28.75078964,0,0,0,HLA-B,IC/M
0,0,0,29.20419884,27.99042702,28.65290642,0,0,0,HLA-B,IC/M
0,0,0,31.66873169,30.32367134,31.58374214,0,0,0,HLA-B,IC/M
0,0,0,29.7657547,27.96289825,28.91127968,0,0,0,HLA-B,IC/M
0,0,0,28.5037384,27.37583733,28.8587532,27.927845,0,0,HLA-C,M/S
0,0,0,31.39912224,28.81564713,29.85424232,27.25898743,26.25927353,28.92617607,HLA-C,M/S
0,0,0,25.90811539,27.16681671,27.76293945,0,0,0,HN1,IC
0,0,0,29.03671837,26.11872292,26.65239334,28.12307167,26.84995461,26.85448074,HPCAL1;HPCA,IC
0,0,0,27.92665672,26.94659233,28.33509254,0,0,0,HSP90AB2P,IC
27.57506371,0,0,31.49586105,30.67261505,30.68470192,29.44328117,29.33530426,27.63975525,HSPB1,IC
0,0,0,27.85833931,27.20191002,27.61813927,0,0,0,HSPB6,IC
28.44714928,28.60999298,28.67016792,0,0,0,28.10439682,27.67485428,27.97612572,HSPG2,IC/S
0,0,0,27.30051231,27.10049057,28.21154976,28.41489983,27.28700829,28.76701927,HTRA1,IC/S
28.54314613,27.88843918,28.28850555,34.91349411,34.79391479,34.79966736,26.10842896,25.77532578,27.24445152,ICAM1,M/S
0,0,0,29.32407951,27.44031334,27.80100822,0,0,0,ICAM5,IC/M
0,0,0,28.83204269,27.72390366,27.11981201,27.50165176,26.50391197,27.23763084,IDH1,IC
0,0,0,26.50557899,26.26667213,26.84194183,0,0,0,IDI1,IC
0,0,0,25.98912621,25.84507942,25.67494965,0,0,0,IGF1R,IC/M
29.62747574,29.19795609,29.58509445,0,0,0,28.80177879,28.15049553,28.6412735,IGF2,M/S
28.49056244,27.71306038,28.79035759,28.032547,28.9866333,27.70285988,28.43332672,29.10539627,28.81219292,IGF2R,IC/M
0,0,0,0,0,0,27.8080864,27.59284782,27.39108276,IGFALS,IC/M/S
30.13980293,28.85961342,29.25894165,0,0,0,32.49683762,32.39335632,32.32023239,IGFBP2,IC/S
27.96697235,26.93876457,26.92750549,0,0,0,0,0,0,IGFBP3,IC/S
32.72750854,31.90354347,32.27980042,0,0,0,32.47254562,30.97473335,32.70192337,IGFBP4,S
32.92050171,31.58696556,32.83909607,29.80214882,31.20063591,31.80485916,34.49016953,32.3249321,33.20923233,IGFBP5,S
30.84296036,0,26.14213371,0,0,0,30.87672043,27.92637444,28.22522354,IGFBP6,S
31.82748413,29.92917061,31.85945702,0,29.01797104,26.7929039,30.57425117,28.67236137,30.39315033,IGFBP7,S
28.48477554,0,28.07336998,32.26452637,31.01717377,31.80539703,0,0,0,IGSF8,M/S
0,0,0,28.74107933,27.5903511,28.53348732,0,0,0,IL1B,IC
26.89942932,0,0,27.4540329,25.99232864,26.52442932,0,0,0,IL1RAP,IC/M/S
28.5822258,0,29.04965401,0,30.21593094,27.85655975,29.13784981,27.70944786,29.56695938,IL6,IC/S
0,0,0,28.54484177,27.50650215,27.4789257,0,0,0,IL6ST,M/S
0,0,0,30.77124405,30.4459877,30.51869011,0,0,0,ILK,IC
0,0,0,26.98706818,26.4665947,26.56864166,0,0,0,IMPA1,IC
0,0,0,25.79696846,25.19914246,24.69301414,0,0,0,IMPAD1,IC/M
30.59823608,29.45524788,30.32581711,27.28665543,28.08212852,26.21750641,32.80606842,30.00611115,32.40179443,INHBA,S
0,0,0,28.27195358,27.31458092,27.96851158,0,0,0,INPP5A,IC/S
0,0,0,27.34468842,27.10799026,27.31172562,0,0,0,IRGQ,IC
0,0,0,0,0,0,25.002388,0,24.52306938,ISG15,IC
0,0,0,29.72126579,29.47628212,29.7014389,0,0,0,IST1,IC
0,0,0,27.28038597,26.7507267,27.01881981,0,0,0,ITCH,IC
0,0,0,30.11793137,29.36917496,29.67344093,0,0,0,ITFG3,IC/M
27.03401756,25.54421616,28.18536949,33.77911377,32.94448853,34.08796692,0,0,0,ITGA1,M
0,0,0,30.41417503,29.09441376,30.24490547,0,0,0,ITGA11,M
0,28.46349525,27.73466682,31.114645,30.8096962,30.97875977,0,0,0,ITGA2,M
31.50975227,31.19987679,31.28647995,36.02217865,36.13488007,36.04394531,29.37341309,27.36544609,28.57513618,ITGA2,M
25.7523098,27.48661804,28.50039864,33.92415237,33.24643326,33.78692245,0,0,0,ITGA3,IC/M
0,0,0,30.03052139,29.11849976,29.90927696,0,0,0,ITGA4,M/S
26.19771767,28.3089962,28.65335083,32.56358719,32.33423615,32.57156372,0,0,0,ITGA5,M
0,0,0,32.20990372,31.95035934,32.4178772,0,0,0,ITGA6,IC/M
0,0,0,28.81023216,26.70596123,26.65908051,0,0,0,ITGA7,IC/M
27.0940609,26.40252876,26.91307831,34.02374649,33.25307465,33.55350494,23.42508698,0,0,ITGAV,IC/M
0,0,0,26.11670113,25.28312683,25.62008476,0,0,0,ITGB1BP1,IC
0,0,0,32.99417114,32.61447525,32.6584053,0,0,0,ITGB3,M/S
0,0,26.51773262,32.99957275,32.10221481,32.93075943,0,0,0,ITGB5,IC/M
0,0,0,29.7034874,27.24581146,27.13643265,0,0,0,ITGB8,M
0,0,0,25.18245506,25.32885742,25.89912987,0,0,0,ITPA,IC
0,0,0,27.31639481,26.21411896,27.39018059,0,0,0,JAG1,IC/M
0,0,0,28.36823845,27.21863365,27.41207695,0,0,0,JAM3,IC/M
0,0,0,26.73814964,27.0730629,26.87841606,0,0,0,KIDINS220,IC/M
0,0,0,29.85437584,29.24256706,29.58319473,0,0,0,KIRREL,M
0,0,0,29.5778389,28.652771,28.95941925,0,0,0,KLC1,IC
0,0,0,26.77831268,26.72923088,26.88168716,0,0,0,KLC2,IC
26.70081139,28.21840286,26.18516159,0,0,0,0,0,0,KLKB1,IC/S
0,0,0,26.08468437,24.93966103,25.25147629,0,0,0,KPNA3,IC
0,0,0,27.02844238,26.31749916,27.14957428,0,0,0,KRIT1,IC
0,0,0,28.78743362,25.94842148,27.893713,0,0,0,L1CAM,IC/M/S
28.01775742,0,27.8040905,28.73427963,27.34494209,29.22174835,26.85993958,0,0,LAMA4,IC/S
26.91410637,0,0,29.97445869,27.12010765,28.56750488,0,0,0,LAMA5,IC/S
29.40884209,26.90253639,29.15252686,30.91277885,28.51435089,30.42622375,29.11780739,28.34798622,29.47994804,LAMB1,IC/S
30.05348969,27.48262215,29.51463318,30.72183609,28.91999817,30.17057037,30.07775497,29.32429314,29.27399826,LAMC1,IC/S
0,0,0,29.08808136,29.77449989,28.74963951,0,0,0,LAMP1,M
0,0,0,25.40989304,26.4643383,26.45505142,0,0,0,LAMP2,M
0,0,0,25.75564957,26.51340103,26.23472786,0,0,0,LAMTOR1,IC
26.56851196,24.5410881,25.86665154,30.59521484,30.12989044,29.14710236,25.56401062,24.95690727,0,LAP3,IC
27.31371689,28.1925354,27.53192711,30.90145874,29.98888397,31.49614716,25.96212578,0,0,LASP1,IC
0,0,0,29.77476692,29.59537506,29.42081451,28.6108017,29.27479935,29.14275169,LGALS3,IC
0,0,0,28.00629807,27.24218178,27.10918808,0,0,0,LHFPL2,M
0,0,0,0,0,0,30.24399757,28.05605125,28.80390549,LIF,IC/S
0,0,0,29.5974369,28.83180237,29.08334541,0,0,0,LIMS1,IC
0,0,0,29.81830215,30.14041328,30.77069283,0,0,0,LIN7C,IC
0,0,0,28.00034714,27.41126823,27.51254272,0,0,0,LLGL1,IC
0,0,0,0,0,0,27.34832382,26.76761818,27.03977966,LMAN2,IC/M/S
31.73347855,30.19812012,30.75509453,28.16734314,28.91336441,28.31509972,30.88278008,28.99720001,30.5243988,LOXL2,IC/S
0,0,0,28.54406929,26.48802948,27.32474518,0,0,0,LPAR1,IC/S
0,0,0,0,0,0,27.3631916,26.93415833,26.98446274,LPP,IC
0,0,0,26.29137039,26.52898026,26.84218216,0,0,0,LPXN,IC
0,0,0,24.9023304,27.44363785,26.43675995,0,0,0,LRPAP1,S
0,0,0,30.5810051,30.06727791,31.3291893,28.93562126,27.82219696,28.14180183,LRRC17,S
0,0,0,26.12206459,26.02734566,26.01845932,0,0,0,LRRC47,IC
0,0,0,29.54028511,28.70655251,28.94740105,0,0,0,LRRC57,IC
0,0,0,26.67640305,26.0759201,25.8959446,0,0,0,LRRC8C,M
0,0,0,25.06911278,25.56537819,26.49596214,0,0,0,LRRFIP1,IC
0,0,0,25.91897964,25.68535995,25.51301003,0,0,0,LRSAM1,IC
25.47317696,26.24943352,26.5767231,0,0,0,0,0,0,LTBP2,IC/S
0,0,0,27.34155273,26.90953445,27.79097939,0,0,0,LTBR,IC/S/M
0,0,0,29.68565369,28.01850128,27.60413551,0,0,0,LXN,IC
0,0,0,27.07050514,26.76812363,26.91216469,0,0,0,LYPLA1,IC/M
0,0,0,28.43519592,27.60448837,27.59718895,0,0,0,LYPLA2,IC
0,0,0,0,0,0,28.44596672,29.08136559,29.00857162,LYZ,S
0,0,0,27.47931099,27.22223282,27.00549507,0,0,0,MAMDC2,S
0,0,0,0,0,0,26.97760201,25.80257416,26.62184525,MAN1A1,M
0,0,0,0,0,0,26.0670414,25.44373131,0,MAN2A1,M
0,0,0,0,0,0,26.52302361,25.57354736,25.87865067,MAN2B1,S
0,0,0,0,0,0,27.06105804,0,26.22055435,MANBA,S
0,0,0,28.71842575,27.87841606,28.28735924,0,0,0,MAP2K1,IC
0,0,0,27.18300438,27.52611732,27.37550735,0,0,0,MAP2K2,IC
0,0,0,29.84311104,30.32141495,30.94872475,0,0,0,MAP3K9,IC/S
0,0,0,31.44470406,31.23340797,31.71083641,0,0,0,MAP4K4,IC
0,0,0,0,0,0,28.12099838,27.79197311,27.74547768,MAPK1,IC
0,0,0,27.0413475,26.83773804,26.40760994,0,0,0,MAPK3,IC
0,0,0,0,0,0,26.27728462,26.40995789,26.14228821,MAPRE2,IC
0,0,0,28.43388367,27.51735687,28.0498867,0,0,0,MARK2,IC
0,0,0,27.37906456,26.28303719,27.22149467,0,0,0,MARK3,IC/M
0,0,0,30.21743393,30.58629417,30.68920898,0,0,0,MCAM,M
0,0,0,0,0,0,26.74098396,27.44205666,28.84281158,MCFD2,IC/S
27.93472099,27.01361084,27.15566635,31.19048691,30.68528748,30.37534142,27.17740631,27.14491653,27.23945236,MDH1,IC
0,0,0,25.60992241,26.03315544,25.77150345,0,0,0,ME1,IC
0,0,0,27.25826836,27.33747673,27.0482235,0,0,0,MEMO1,IC/M
0,0,0,0,0,0,28.26364899,27.97721863,28.17617035,METTL2B,IC/M
0,0,0,33.4152565,32.10976791,32.88351059,29.58272743,25.98370171,27.65539932,MFGE8,S
0,0,0,0,0,0,26.8768959,0,26.97508812,MGAT5,M
0,0,0,28.18787193,27.71685791,28.47459984,0,0,0,MGLL,IC
0,0,0,25.12115669,24.63511276,25.10481644,0,0,0,MGRN1,IC
0,0,0,26.73414993,26.81799698,27.92150307,0,0,0,MICA,M
0,0,0,25.32343864,25.60727119,25.57357597,0,0,0,MICAL1,IC
27.59249115,27.60703087,28.1286869,30.8111515,30.32463646,29.1967144,29.8980732,30.02604294,29.22979164,MIF,IC
0,0,0,29.28246307,28.9922924,29.55010033,0,0,0,MINK1,IC
25.60402298,25.93258286,26.89793015,32.87309265,32.12006378,32.80291367,0,0,0,MME,IC/M
34.904953,34.42686081,34.90077591,29.00375557,31.70033264,31.1535778,34.46660233,34.30007553,34.77499771,MMP1,S
27.86212921,25.86917114,27.79637337,33.4651413,33.14869308,33.36032104,26.42148018,25.83398056,27.57852364,MMP14,MS/S
32.21896362,30.62688446,31.83171844,30.36379814,30.29821777,31.94366837,31.69789124,30.62401009,31.98179054,MMP2,IC/S
30.03078461,28.02009201,29.29592133,0,28.20513153,27.13075066,29.79853821,31.77999496,32.94242859,MMP3,IC/S
0,0,0,28.37090111,27.95665359,29.4814682,0,0,0,MOB1A;MOB1B,IC
0,0,0,29.95656967,29.14102173,30.21315002,0,0,0,MPZL1,M/S
0,0,0,27.18848419,27.13114357,27.84224129,0,0,0,MRAS,IC
27.54362679,0,27.78037834,27.55142212,27.23077583,27.12612915,27.81243706,27.70325661,28.37256241,MRC2,IC/M
0,0,0,26.56460762,25.71306038,25.98917007,0,0,0,MSRA,IC/S
0,0,0,0,0,0,25.66646767,25.78865433,25.71067047,MST1,IC/S
0,0,0,25.74398994,26.40597153,26.2767868,0,0,0,MT1F,IC
30.39007759,32.56531143,31.06984138,32.03908157,32.09392929,32.47998047,27.26096153,28.04578018,28.59462929,MT2A,IC
0,0,0,26.27191734,26.18961716,26.60949898,0,0,0,MVB12A,IC
0,26.65348816,0,32.72665405,33.67535019,33.38663864,26.3572464,26.85590553,27.19957161,MVP,IC
0,0,0,0,0,0,27.30208206,26.53649902,26.54965973,MXRA8,M
0,0,0,28.57304192,26.88460159,26.71947098,0,0,0,MYADM,M
0,0,27.11068153,26.78793144,28.78184891,27.74663162,0,0,0,MYDGF,IC/S
0,0,0,24.69487381,24.69922256,24.70403481,0,0,0,MYLK,IC/M
0,0,0,28.0175457,27.09556961,27.65948868,0,0,0,MYO10,IC
0,0,0,32.9586792,32.59479141,32.19797516,0,0,0,MYOF,IC/M
0,0,0,26.09986877,25.96011543,25.95805931,0,0,0,NAGK,IC
0,0,0,27.2471714,27.6807003,27.45951462,0,0,0,0S,IC
0,0,0,29.48669434,28.47965813,29.8100338,0,0,0,NAPA,IC
0,0,0,29.13848495,28.23986244,28.88497925,0,0,0,NAPG,IC
0,0,0,30.62905693,28.95590401,29.04205132,0,0,0,NCKAP1,M
0,0,0,26.57571411,25.33374405,26.11899948,0,0,0,NCS1,IC
0,0,0,28.82980728,27.25907707,28.54690361,0,0,0,NCSTN,IC/M/S
0,0,0,30.16002655,29.02273941,29.68240929,0,0,0,NDRG1,IC
0,0,0,26.50825691,26.45207024,26.21968651,0,0,0,NDRG3,IC
0,0,0,25.56958389,24.87890816,26.04714203,0,0,0,NEDD4,IC
0,27.53719711,27.12159157,30.07380295,30.33926201,30.00463867,0,0,0,NEDD8;NEDD8-MDP1,IC
0,0,0,28.06876373,27.23397827,27.89052773,0,0,0,NEO1,M
0,0,0,27.25042725,27.47714996,27.64938164,0,0,0,NES,IC
0,0,0,28.67972755,28.66139412,29.45214844,0,0,0,NF2,IC
0,0,0,26.60470009,25.29393387,25.53827667,0,0,0,NFKB2,IC
29.86011696,27.6069603,29.55758858,30.24558449,27.97465134,29.4569912,29.88101578,27.30591202,29.29909325,NID1,S
28.48008156,27.67727661,29.68548775,28.69823074,27.16729546,28.6065731,29.27526474,27.789114,29.8177681,NID2,IC/S
0,0,0,28.02733421,28.07485008,27.33381271,0,0,0,NINJ1,M
0,0,0,26.34572029,26.22306252,26.42708778,0,0,0,NIT2,IC
0,0,0,28.37364197,28.19633865,28.79532051,0,0,0,NOTCH1,M
0,0,0,30.55013847,30.5225296,30.42362213,0,0,0,NOTCH2,IC/M
0,0,0,27.70252991,26.79538345,26.72715378,0,0,0,NOTCH3,IC/M/S
0,0,0,24.7522068,27.98402786,25.92542458,0,0,0,NPC2,IC/S
0,0,0,0,0,0,27.29149437,25.94688416,28.08065605,NPTX1,S
0,0,0,28.45693207,26.45627403,27.22756767,27.48339272,26.39273643,27.60618401,NRG1,IC/M/S
0,0,0,32.34292221,31.25028038,31.59677124,0,0,0,NRP1,IC/M/S
0,0,0,29.86165619,28.4803524,28.18371391,0,0,0,NRP2,M/S
31.88460159,31.6823597,31.7066021,36.00706863,35.4191246,35.41409302,29.01302528,27.56470871,28.33705139,NT5E,IC/M/S
27.42910194,0,0,30.64048004,28.97719193,29.28478241,0,0,0,NTM,IC/M/S
0,0,0,27.40478706,27.25763893,28.18518066,0,0,0,NTSR1,M
30.0730381,28.14787865,28.71839333,24.63494682,28.01132011,26.33073997,32.00292969,30.32699585,31.94160652,NUCB1,S
0,0,0,0,0,0,0,0,0,NUCB2;Nucb2;HEL-S-109,IC/S
0,0,0,28.31229019,27.83442688,27.87073708,27.9671917,26.98956108,26.66003418,NUDT5,IC
0,0,0,30.03314972,29.57659721,30.18647957,0,0,0,NUMB,IC
0,0,0,28.24440575,28.19610405,27.96273232,27.19488525,0,0,NUTF2,IC
0,0,0,23.64284325,23.98988533,24.18260574,0,0,0,OGFR,IC
27.42886162,28.22513199,27.80298042,0,0,0,0,0,0,OMD,S
0,0,0,24.92632866,25.83217049,25.8754673,0,0,0,OPTN,IC
0,0,0,27.63505745,27.48408318,28.20008659,0,0,0,ORAI1,M/S
0,0,0,26.95814705,26.74919128,26.44301987,0,0,0,OSBP,IC
0,0,0,27.38574409,25.80491447,26.56862831,0,0,0,OSMR,IC/M/S
26.03439522,0,0,28.39546013,27.84290123,27.91307831,27.40031433,27.68892479,26.95015907,OTUB1,IC
0,0,0,26.9949646,27.07836723,27.35959435,0,0,0,OXSR1,IC
0,0,0,25.81814384,26.8659668,26.27494049,0,0,0,P4HA1,S
0,0,0,30.3369236,29.3175602,29.88364029,0,0,0,PACSIN2,IC
0,0,0,27.77454758,28.05305099,27.74368095,28.80285835,27.40299988,27.76812363,PAFAH1B1,IC
0,0,0,0,0,0,26.66288757,26.61876869,26.39249039,PAFAH1B2,IC
0,0,0,25.12447357,24.73257256,24.90219307,0,0,0,PAFAH1B3,IC
0,0,0,29.13214874,28.83770752,30.00021172,0,0,0,PAG1,IC
0,0,0,28.63401794,28.26028824,28.35598755,0,0,0,PAK2,IC
0,0,0,26.81836319,26.75378799,26.92739296,0,0,0,PALLD,IC
0,0,0,0,0,0,26.8411026,26.54802895,27.37674904,PAM,IC/M/S
0,0,0,0,0,0,27.38467407,0,25.87225151,PAMR1,IC/S
32.0315094,26.27792358,27.57253647,30.94405365,26.13868141,26.54113197,29.88151169,26.41804123,26.57452965,PAPPA,S
0,0,0,27.69484711,27.29517746,27.23114204,0,0,0,PAPSS2,IC
0,0,0,28.43348503,28.81637955,28.2010231,0,0,0,PARP4,IC
0,0,0,29.52980804,28.6048069,28.97754669,0,0,0,PARVA,IC/M
0,0,0,29.7003479,29.43390274,28.54163361,0,0,0,PBXIP1,IC/M
0,0,0,0,0,0,26.9304409,27.9077034,27.85120583,PCBD1,IC
0,0,0,28.96501923,26.37924767,27.51382256,0,0,0,PCDH18,IC/M
0,0,0,27.08780289,26.14481926,26.40369797,0,0,0,PCDH7,IC/M
0,0,0,27.6615963,27.03170586,27.6444397,0,0,0,PCDH9,M
0,0,0,25.99946594,24.47240257,24.67087746,0,0,0,PCDHGA4;PCDHGA7,M
0,0,0,26.45840454,25.02837944,25.06011009,0,0,0,PCDHGB4,M
0,0,0,29.46540451,28.15499115,28.54454803,0,0,0,PCDHGB5,M
0,0,0,27.51593018,26.08184433,25.97934723,0,0,0,PCDHGC3,IC/M
28.68511963,26.25418091,27.31967163,0,0,0,29.24631119,27.1595211,28.18796539,PCOLCE,S
0,0,0,29.17355156,27.95060349,28.64917564,0,0,0,PDCD10,IC
